engine,action_id,run_id,payment_intent_id,related_attempt_id,action_type,retry_number,scheduled_for,executed_at,created_at,outcome,reason,schedule_reason,failure_code,failure_reason,payment_method,customer_declined,amount,cost,expected_recovery,metadata_json,source
BASELINE,f72dfbae-517e-475f-9685-40db230355a0,b03c9435-7d22-4661-9631-eb6061fe7f2c,f294ad90-0d8f-446d-9083-0e36993f6bdf,,RETRY,2,2024-10-06T10:00:00+00:00,2026-09-04T11:57:37.836528+00:00,2026-09-04T11:57:37.437576+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Customer balance insufficient at retry time,UPI,False,588.82,,,"{'outcome': 'FAILED', 'intent_id': 'f294ad90-0d8f-446d-9083-0e36993f6bdf', 'person_id': 'a7ff1687-a642-41d3-ad7b-57a476a09b56', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:57:37.836528+00:00', 'merchant_id': 'e9b48d21-dfdc-49e9-8e19-89a3a378906b', 'inline_retry': True, 'retry_number': 2, 'retry_attempt_id': '452a3e3c-3406-4e42-ba03-1b42b4b39d09', 'failure_timestamp': '2024-10-05T22:00:00+00:00', 'primary_account_id': '0936dfea-8b09-437b-8cdc-38d389e9f1be'}",lifetime
BASELINE,88826c58-2c4c-4c49-a938-b6a31befa240,b03c9435-7d22-4661-9631-eb6061fe7f2c,74328e9e-e330-4bf4-aca9-cab982454ac4,,RETRY,2,2024-10-06T10:00:00+00:00,2026-09-04T11:57:37.839868+00:00,2026-09-04T11:57:37.431683+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Customer balance insufficient at retry time,UPI,False,588.82,,,"{'outcome': 'FAILED', 'intent_id': '74328e9e-e330-4bf4-aca9-cab982454ac4', 'person_id': '8e6b2bdd-a2e4-4fd4-8f5b-11730790a3e1', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:57:37.839868+00:00', 'merchant_id': 'e9b48d21-dfdc-49e9-8e19-89a3a378906b', 'inline_retry': True, 'retry_number': 2, 'retry_attempt_id': 'b6be7d45-5091-4d45-a804-96dd6979cff1', 'failure_timestamp': '2024-10-05T22:00:00+00:00', 'primary_account_id': '790766da-574a-4d2c-ae8f-508bdd8b63ca'}",lifetime
BASELINE,5e4db13d-8083-4d46-970e-7d85d45c9b87,b03c9435-7d22-4661-9631-eb6061fe7f2c,d6d5ebfb-d32a-4771-8569-c8b605f59967,,RETRY,1,2024-10-06T04:00:00+00:00,2026-09-04T11:57:37.557786+00:00,2026-09-04T11:57:36.962464+00:00,FAILED,retry_scheduled,retry_scheduled,NETWORK_ERROR,Network / connectivity failure,CARD,False,1946.25,,,"{'outcome': 'FAILED', 'intent_id': 'd6d5ebfb-d32a-4771-8569-c8b605f59967', 'person_id': 'd2bcf049-fd06-4452-9cfa-880c19d46c2e', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:57:37.557786+00:00', 'merchant_id': 'faa699dd-6b0a-4f75-b965-1ace37226cf7', 'inline_retry': True, 'retry_number': 1, 'retry_attempt_id': 'cf0400c7-f162-4464-b263-6eb973a50d8b', 'failure_timestamp': '2024-10-05T16:00:00+00:00', 'primary_account_id': 'c7a5be80-7af7-42cb-8790-3ea6a9de0338'}",lifetime
BASELINE,b8fb2f84-3ba9-41b9-ad20-8360a9707419,b03c9435-7d22-4661-9631-eb6061fe7f2c,d63d0209-4a05-4d44-8932-ea3617e6c9b3,,RETRY,1,2024-10-05T22:00:00+00:00,2026-09-04T11:57:37.341468+00:00,2026-09-04T11:57:36.237354+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Insufficient balance,UPI,False,234.82,,,"{'outcome': 'FAILED', 'intent_id': 'd63d0209-4a05-4d44-8932-ea3617e6c9b3', 'person_id': 'f12ead31-f227-49e3-926e-9a3e02cd5751', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:57:37.341468+00:00', 'merchant_id': 'd383cd49-6def-4cc0-b131-35f76eb056c8', 'inline_retry': True, 'retry_number': 1, 'retry_attempt_id': 'a5cdfefb-d871-40cc-a5f0-6133886e0e21', 'failure_timestamp': '2024-10-05T10:00:00+00:00', 'primary_account_id': '816b271c-9121-489c-9cdb-8730ed279b7e'}",lifetime
BASELINE,a89047aa-81e7-4947-9724-26236138c6c0,b03c9435-7d22-4661-9631-eb6061fe7f2c,e5ff9b5f-2920-4ea2-9e32-bd239d2b6049,,RETRY,1,2024-10-05T22:00:00+00:00,2026-09-04T11:57:37.344549+00:00,2026-09-04T11:57:36.232527+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Insufficient balance,UPI,False,706.82,,,"{'outcome': 'FAILED', 'intent_id': 'e5ff9b5f-2920-4ea2-9e32-bd239d2b6049', 'person_id': 'f12ead31-f227-49e3-926e-9a3e02cd5751', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:57:37.344549+00:00', 'merchant_id': 'faa699dd-6b0a-4f75-b965-1ace37226cf7', 'inline_retry': True, 'retry_number': 1, 'retry_attempt_id': '87528a47-aa32-445f-8376-4a144a89b8fe', 'failure_timestamp': '2024-10-05T10:00:00+00:00', 'primary_account_id': '816b271c-9121-489c-9cdb-8730ed279b7e'}",lifetime
BASELINE,11b8874d-aa42-488d-ad6d-8fa4b5d54b4f,b03c9435-7d22-4661-9631-eb6061fe7f2c,e11b7296-ea23-43cb-b7b8-3cb7fbf894b0,,RETRY,1,2024-10-05T22:00:00+00:00,2026-09-04T11:57:37.327322+00:00,2026-09-04T11:57:36.227971+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Insufficient balance,UPI,False,588.82,,,"{'outcome': 'FAILED', 'intent_id': 'e11b7296-ea23-43cb-b7b8-3cb7fbf894b0', 'person_id': 'c10fd4dd-db31-4294-af02-529fc71816da', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:57:37.327322+00:00', 'merchant_id': 'e9b48d21-dfdc-49e9-8e19-89a3a378906b', 'inline_retry': True, 'retry_number': 1, 'retry_attempt_id': '5ae21703-86fe-4f02-9ffe-2c42b19caa20', 'failure_timestamp': '2024-10-05T10:00:00+00:00', 'primary_account_id': '4babd696-3430-4b30-9a4f-1b58320a0b26'}",lifetime
BASELINE,13020e14-a168-41a4-8c13-ab8a05730e5c,b03c9435-7d22-4661-9631-eb6061fe7f2c,a87389d6-c8da-4dcb-a590-2557b12ee604,,RETRY,1,2024-10-05T22:00:00+00:00,2026-09-04T11:57:37.326323+00:00,2026-09-04T11:57:36.222511+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Insufficient balance,CARD,False,140.42,,,"{'outcome': 'FAILED', 'intent_id': 'a87389d6-c8da-4dcb-a590-2557b12ee604', 'person_id': '8b62c817-c782-4319-b540-735a8689c964', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:57:37.326323+00:00', 'merchant_id': '84c13ae1-c012-426f-8893-a1fc7f183c3c', 'inline_retry': True, 'retry_number': 1, 'retry_attempt_id': '202867ec-07db-497a-90ef-49459ad3db34', 'failure_timestamp': '2024-10-05T10:00:00+00:00', 'primary_account_id': '7111e496-abe8-48d2-984c-9da3dbc48524'}",lifetime
BASELINE,77a9c19c-2fde-4c55-ad74-566652313a8d,b03c9435-7d22-4661-9631-eb6061fe7f2c,f294ad90-0d8f-446d-9083-0e36993f6bdf,,RETRY,1,2024-10-05T22:00:00+00:00,2026-09-04T11:57:37.359589+00:00,2026-09-04T11:57:36.216137+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Insufficient balance,UPI,False,588.82,,,"{'outcome': 'FAILED', 'intent_id': 'f294ad90-0d8f-446d-9083-0e36993f6bdf', 'person_id': 'a7ff1687-a642-41d3-ad7b-57a476a09b56', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:57:37.359589+00:00', 'merchant_id': 'e9b48d21-dfdc-49e9-8e19-89a3a378906b', 'inline_retry': True, 'retry_number': 1, 'retry_attempt_id': '79dcb189-6fa0-481d-a2f3-6a19a13399e1', 'failure_timestamp': '2024-10-05T10:00:00+00:00', 'primary_account_id': '0936dfea-8b09-437b-8cdc-38d389e9f1be'}",lifetime
BASELINE,e0990079-3e29-44d7-b34f-7b03449d2deb,b03c9435-7d22-4661-9631-eb6061fe7f2c,74328e9e-e330-4bf4-aca9-cab982454ac4,,RETRY,1,2024-10-05T22:00:00+00:00,2026-09-04T11:57:37.341468+00:00,2026-09-04T11:57:36.210210+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Insufficient balance,UPI,False,588.82,,,"{'outcome': 'FAILED', 'intent_id': '74328e9e-e330-4bf4-aca9-cab982454ac4', 'person_id': '8e6b2bdd-a2e4-4fd4-8f5b-11730790a3e1', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:57:37.341468+00:00', 'merchant_id': 'e9b48d21-dfdc-49e9-8e19-89a3a378906b', 'inline_retry': True, 'retry_number': 1, 'retry_attempt_id': '00a23c5c-47d1-417b-9da5-ade163b95fb7', 'failure_timestamp': '2024-10-05T10:00:00+00:00', 'primary_account_id': '790766da-574a-4d2c-ae8f-508bdd8b63ca'}",lifetime
BASELINE,f386a19b-a8fe-447c-ba94-ac31f3c2ab86,b03c9435-7d22-4661-9631-eb6061fe7f2c,ec62d14d-a1eb-40f9-b0fb-430f6e24eab1,,RETRY,3,2024-10-05T22:00:00+00:00,2026-09-04T11:57:37.327322+00:00,2026-09-04T11:57:36.203671+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Customer balance insufficient at retry time,UPI,False,588.82,,,"{'outcome': 'FAILED', 'intent_id': 'ec62d14d-a1eb-40f9-b0fb-430f6e24eab1', 'person_id': '878a91cb-7efc-4926-bb0f-cbd18d28cdd4', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:57:37.327322+00:00', 'merchant_id': 'e9b48d21-dfdc-49e9-8e19-89a3a378906b', 'inline_retry': True, 'retry_number': 3, 'retry_attempt_id': '307317bf-30f2-447a-a650-b96a5a1d6474', 'failure_timestamp': '2024-10-05T10:00:00+00:00', 'primary_account_id': '191e49e4-4a12-411c-be3f-2141a3f73030'}",lifetime
BASELINE,82cc7f30-e971-4746-bd73-b3e4e4156166,b03c9435-7d22-4661-9631-eb6061fe7f2c,2d4b8d44-4b07-40a3-80ce-c95d8f61d20d,,RETRY,3,2024-10-05T22:00:00+00:00,2026-09-04T11:57:37.326323+00:00,2026-09-04T11:57:36.199124+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Customer balance insufficient at retry time,CARD,False,234.82,,,"{'outcome': 'FAILED', 'intent_id': '2d4b8d44-4b07-40a3-80ce-c95d8f61d20d', 'person_id': '4207a63f-9b55-484d-8dee-75641025e282', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:57:37.326323+00:00', 'merchant_id': 'd383cd49-6def-4cc0-b131-35f76eb056c8', 'inline_retry': True, 'retry_number': 3, 'retry_attempt_id': 'cf41ec14-6e87-499d-938b-98d93de72d8c', 'failure_timestamp': '2024-10-05T10:00:00+00:00', 'primary_account_id': 'b8e73fdf-0f50-462a-95e3-02741337f867'}",lifetime
BASELINE,47a5f52f-8205-4b01-aa7d-9c4ae0707a10,b03c9435-7d22-4661-9631-eb6061fe7f2c,2902c76c-31cc-4577-a01c-e7fa1834533e,,RETRY,3,2024-10-05T22:00:00+00:00,2026-09-04T11:57:37.322587+00:00,2026-09-04T11:57:36.193541+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Customer balance insufficient at retry time,NETBANKING,False,140.42,,,"{'outcome': 'FAILED', 'intent_id': '2902c76c-31cc-4577-a01c-e7fa1834533e', 'person_id': 'fd1b5ba5-16e7-46d5-a45a-4e4f6d144608', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:57:37.322587+00:00', 'merchant_id': '84c13ae1-c012-426f-8893-a1fc7f183c3c', 'inline_retry': True, 'retry_number': 3, 'retry_attempt_id': 'e6d77d9f-1ef7-4ae8-a705-0b490e06c46c', 'failure_timestamp': '2024-10-05T10:00:00+00:00', 'primary_account_id': 'e6517592-16cd-4139-ae37-450a813f7050'}",lifetime
BASELINE,419d007d-0425-4fdf-a8bc-fdcdab5f3bbd,b03c9435-7d22-4661-9631-eb6061fe7f2c,ec62d14d-a1eb-40f9-b0fb-430f6e24eab1,,RETRY,2,2024-10-05T10:00:00+00:00,2026-09-04T11:57:36.140148+00:00,2026-09-04T11:57:35.830432+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Customer balance insufficient at retry time,UPI,False,588.82,,,"{'outcome': 'FAILED', 'intent_id': 'ec62d14d-a1eb-40f9-b0fb-430f6e24eab1', 'person_id': '878a91cb-7efc-4926-bb0f-cbd18d28cdd4', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:57:36.140148+00:00', 'merchant_id': 'e9b48d21-dfdc-49e9-8e19-89a3a378906b', 'inline_retry': True, 'retry_number': 2, 'retry_attempt_id': 'e28adfb8-5d02-4732-a452-a2c984842e77', 'failure_timestamp': '2024-10-04T22:00:00+00:00', 'primary_account_id': '191e49e4-4a12-411c-be3f-2141a3f73030'}",lifetime
BASELINE,d81e60c3-5e26-404f-accc-b888d228b926,b03c9435-7d22-4661-9631-eb6061fe7f2c,2d4b8d44-4b07-40a3-80ce-c95d8f61d20d,,RETRY,2,2024-10-05T10:00:00+00:00,2026-09-04T11:57:36.140148+00:00,2026-09-04T11:57:35.816733+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Customer balance insufficient at retry time,CARD,False,234.82,,,"{'outcome': 'FAILED', 'intent_id': '2d4b8d44-4b07-40a3-80ce-c95d8f61d20d', 'person_id': '4207a63f-9b55-484d-8dee-75641025e282', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:57:36.140148+00:00', 'merchant_id': 'd383cd49-6def-4cc0-b131-35f76eb056c8', 'inline_retry': True, 'retry_number': 2, 'retry_attempt_id': '59e297f0-99d8-455a-b216-3678d4078a30', 'failure_timestamp': '2024-10-04T22:00:00+00:00', 'primary_account_id': 'b8e73fdf-0f50-462a-95e3-02741337f867'}",lifetime
BASELINE,eefc7c3a-5f71-48a7-a0ae-e378644e515d,b03c9435-7d22-4661-9631-eb6061fe7f2c,2902c76c-31cc-4577-a01c-e7fa1834533e,,RETRY,2,2024-10-05T10:00:00+00:00,2026-09-04T11:57:36.140148+00:00,2026-09-04T11:57:35.809281+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Customer balance insufficient at retry time,NETBANKING,False,140.42,,,"{'outcome': 'FAILED', 'intent_id': '2902c76c-31cc-4577-a01c-e7fa1834533e', 'person_id': 'fd1b5ba5-16e7-46d5-a45a-4e4f6d144608', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:57:36.140148+00:00', 'merchant_id': '84c13ae1-c012-426f-8893-a1fc7f183c3c', 'inline_retry': True, 'retry_number': 2, 'retry_attempt_id': 'a893b808-eb29-4679-a601-b67e74ae6db4', 'failure_timestamp': '2024-10-04T22:00:00+00:00', 'primary_account_id': 'e6517592-16cd-4139-ae37-450a813f7050'}",lifetime
BASELINE,65caf6a3-5fcc-4d08-8fcc-447097f74337,b03c9435-7d22-4661-9631-eb6061fe7f2c,ec62d14d-a1eb-40f9-b0fb-430f6e24eab1,,RETRY,1,2024-10-04T22:00:00+00:00,2026-09-04T11:57:35.722410+00:00,2026-09-04T11:57:34.722008+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Insufficient balance,UPI,False,588.82,,,"{'outcome': 'FAILED', 'intent_id': 'ec62d14d-a1eb-40f9-b0fb-430f6e24eab1', 'person_id': '878a91cb-7efc-4926-bb0f-cbd18d28cdd4', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:57:35.722410+00:00', 'merchant_id': 'e9b48d21-dfdc-49e9-8e19-89a3a378906b', 'inline_retry': True, 'retry_number': 1, 'retry_attempt_id': '5a905d83-6913-4c02-b1d0-fea0ab01b3fd', 'failure_timestamp': '2024-10-04T10:00:00+00:00', 'primary_account_id': '191e49e4-4a12-411c-be3f-2141a3f73030'}",lifetime
BASELINE,2e10cfdb-fe3b-42e4-8bac-50d237982b43,b03c9435-7d22-4661-9631-eb6061fe7f2c,04798d09-12ab-41e3-b18a-804e5dff7ef3,,RETRY,1,2024-10-04T22:00:00+00:00,2026-09-04T11:57:35.705816+00:00,2026-09-04T11:57:34.717999+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Insufficient balance,UPI,False,588.82,,,"{'outcome': 'FAILED', 'intent_id': '04798d09-12ab-41e3-b18a-804e5dff7ef3', 'person_id': '0d5bf0f6-92fc-4be5-8147-c744806282d2', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:57:35.705816+00:00', 'merchant_id': 'e9b48d21-dfdc-49e9-8e19-89a3a378906b', 'inline_retry': True, 'retry_number': 1, 'retry_attempt_id': '20381501-df2f-4b68-8fad-cce6ef64932d', 'failure_timestamp': '2024-10-04T10:00:00+00:00', 'primary_account_id': '9247b9e4-c17d-4efd-9482-17c8a9affd2d'}",lifetime
BASELINE,e01931da-7a18-475e-805c-9f1726c6047e,b03c9435-7d22-4661-9631-eb6061fe7f2c,2d4b8d44-4b07-40a3-80ce-c95d8f61d20d,,RETRY,1,2024-10-04T22:00:00+00:00,2026-09-04T11:57:35.718574+00:00,2026-09-04T11:57:34.713758+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Insufficient balance,CARD,False,234.82,,,"{'outcome': 'FAILED', 'intent_id': '2d4b8d44-4b07-40a3-80ce-c95d8f61d20d', 'person_id': '4207a63f-9b55-484d-8dee-75641025e282', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:57:35.718574+00:00', 'merchant_id': 'd383cd49-6def-4cc0-b131-35f76eb056c8', 'inline_retry': True, 'retry_number': 1, 'retry_attempt_id': 'cedd055c-76c7-4d4a-a95d-60106e5b7773', 'failure_timestamp': '2024-10-04T10:00:00+00:00', 'primary_account_id': 'b8e73fdf-0f50-462a-95e3-02741337f867'}",lifetime
BASELINE,63ae9c80-18f7-478a-941d-7965fe7c376b,b03c9435-7d22-4661-9631-eb6061fe7f2c,2902c76c-31cc-4577-a01c-e7fa1834533e,,RETRY,1,2024-10-04T22:00:00+00:00,2026-09-04T11:57:35.705061+00:00,2026-09-04T11:57:34.709117+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Insufficient balance,NETBANKING,False,140.42,,,"{'outcome': 'FAILED', 'intent_id': '2902c76c-31cc-4577-a01c-e7fa1834533e', 'person_id': 'fd1b5ba5-16e7-46d5-a45a-4e4f6d144608', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:57:35.705061+00:00', 'merchant_id': '84c13ae1-c012-426f-8893-a1fc7f183c3c', 'inline_retry': True, 'retry_number': 1, 'retry_attempt_id': '7fee006a-c796-4cc2-bec6-bcd80bda6a95', 'failure_timestamp': '2024-10-04T10:00:00+00:00', 'primary_account_id': 'e6517592-16cd-4139-ae37-450a813f7050'}",lifetime
BASELINE,dd1cc0d9-1771-4820-b037-83d2616117d6,b03c9435-7d22-4661-9631-eb6061fe7f2c,e063ab1f-647d-416e-afb4-f6f681d48f5d,,RETRY,3,2024-10-04T22:00:00+00:00,2026-09-04T11:57:35.703284+00:00,2026-09-04T11:57:34.704488+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Customer balance insufficient at retry time,UPI,False,588.82,,,"{'outcome': 'FAILED', 'intent_id': 'e063ab1f-647d-416e-afb4-f6f681d48f5d', 'person_id': '047ee569-444f-446a-8cac-bbd2669d88ba', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:57:35.703284+00:00', 'merchant_id': 'e9b48d21-dfdc-49e9-8e19-89a3a378906b', 'inline_retry': True, 'retry_number': 3, 'retry_attempt_id': '4234eba8-8d74-4102-96a6-7ba031b69f17', 'failure_timestamp': '2024-10-04T10:00:00+00:00', 'primary_account_id': 'b8428bb8-65ae-4044-94bb-f4ff3dc9bae0'}",lifetime
BASELINE,d1f8478c-4047-4d6f-870f-135006174b87,b03c9435-7d22-4661-9631-eb6061fe7f2c,693ee4fc-05d6-4905-8d81-4b1e2ed1f236,,RETRY,3,2024-10-04T22:00:00+00:00,2026-09-04T11:57:35.731129+00:00,2026-09-04T11:57:34.699950+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Customer balance insufficient at retry time,CARD,False,140.42,,,"{'outcome': 'FAILED', 'intent_id': '693ee4fc-05d6-4905-8d81-4b1e2ed1f236', 'person_id': '86c7f392-2b76-4d77-a9bc-b5f7f0b77e12', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:57:35.731129+00:00', 'merchant_id': '84c13ae1-c012-426f-8893-a1fc7f183c3c', 'inline_retry': True, 'retry_number': 3, 'retry_attempt_id': '2ccbe79b-6438-463f-be56-9b764fc009e2', 'failure_timestamp': '2024-10-04T10:00:00+00:00', 'primary_account_id': '6be8b74a-59b3-4448-8c1c-a4d052b6152b'}",lifetime
BASELINE,cbf30bd6-4074-499f-8ded-635d4ad13b79,b03c9435-7d22-4661-9631-eb6061fe7f2c,6b70c22d-35e0-4142-8316-753257faa78c,,RETRY,3,2024-10-04T22:00:00+00:00,2026-09-04T11:57:35.703971+00:00,2026-09-04T11:57:34.696646+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Customer balance insufficient at retry time,UPI,False,706.82,,,"{'outcome': 'FAILED', 'intent_id': '6b70c22d-35e0-4142-8316-753257faa78c', 'person_id': '8b62c817-c782-4319-b540-735a8689c964', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:57:35.703971+00:00', 'merchant_id': 'faa699dd-6b0a-4f75-b965-1ace37226cf7', 'inline_retry': True, 'retry_number': 3, 'retry_attempt_id': '5bb778c3-6f48-4180-b064-0523e204780a', 'failure_timestamp': '2024-10-04T10:00:00+00:00', 'primary_account_id': '7111e496-abe8-48d2-984c-9da3dbc48524'}",lifetime
BASELINE,8e260a48-2c7d-46e1-98dc-fa1f4ce02dbc,b03c9435-7d22-4661-9631-eb6061fe7f2c,5c4ee6a4-8f25-4387-b432-552a55261a4c,,RETRY,3,2024-10-04T22:00:00+00:00,2026-09-04T11:57:35.707028+00:00,2026-09-04T11:57:34.691020+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Customer balance insufficient at retry time,UPI,False,588.82,,,"{'outcome': 'FAILED', 'intent_id': '5c4ee6a4-8f25-4387-b432-552a55261a4c', 'person_id': '0ce57755-6cf2-44ad-b618-55979accf982', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:57:35.707028+00:00', 'merchant_id': 'e9b48d21-dfdc-49e9-8e19-89a3a378906b', 'inline_retry': True, 'retry_number': 3, 'retry_attempt_id': 'f1cb4f0c-6e79-4886-939b-b49cfea6dd80', 'failure_timestamp': '2024-10-04T10:00:00+00:00', 'primary_account_id': '60b08b26-bf64-4164-be2b-d682bbcaf8b9'}",lifetime
BASELINE,c5da3eb4-3237-4a1e-af12-4dbaa589f0aa,b03c9435-7d22-4661-9631-eb6061fe7f2c,e063ab1f-647d-416e-afb4-f6f681d48f5d,,RETRY,2,2024-10-04T10:00:00+00:00,2026-09-04T11:57:34.639045+00:00,2026-09-04T11:57:34.319896+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Customer balance insufficient at retry time,UPI,False,588.82,,,"{'outcome': 'FAILED', 'intent_id': 'e063ab1f-647d-416e-afb4-f6f681d48f5d', 'person_id': '047ee569-444f-446a-8cac-bbd2669d88ba', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:57:34.639045+00:00', 'merchant_id': 'e9b48d21-dfdc-49e9-8e19-89a3a378906b', 'inline_retry': True, 'retry_number': 2, 'retry_attempt_id': 'cf644129-cac7-4fe0-9df3-5261ea986e45', 'failure_timestamp': '2024-10-03T22:00:00+00:00', 'primary_account_id': 'b8428bb8-65ae-4044-94bb-f4ff3dc9bae0'}",lifetime
BASELINE,a7748842-9266-42b0-9a83-0a9f793effc0,b03c9435-7d22-4661-9631-eb6061fe7f2c,693ee4fc-05d6-4905-8d81-4b1e2ed1f236,,RETRY,2,2024-10-04T10:00:00+00:00,2026-09-04T11:57:34.639045+00:00,2026-09-04T11:57:34.300954+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Customer balance insufficient at retry time,CARD,False,140.42,,,"{'outcome': 'FAILED', 'intent_id': '693ee4fc-05d6-4905-8d81-4b1e2ed1f236', 'person_id': '86c7f392-2b76-4d77-a9bc-b5f7f0b77e12', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:57:34.639045+00:00', 'merchant_id': '84c13ae1-c012-426f-8893-a1fc7f183c3c', 'inline_retry': True, 'retry_number': 2, 'retry_attempt_id': '697d75b5-17cd-4e4d-a02c-324110a33be0', 'failure_timestamp': '2024-10-03T22:00:00+00:00', 'primary_account_id': '6be8b74a-59b3-4448-8c1c-a4d052b6152b'}",lifetime
BASELINE,e139d885-a831-4f4e-a5ec-0afbf9eb17cc,b03c9435-7d22-4661-9631-eb6061fe7f2c,6b70c22d-35e0-4142-8316-753257faa78c,,RETRY,2,2024-10-04T10:00:00+00:00,2026-09-04T11:57:34.639045+00:00,2026-09-04T11:57:34.296917+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Customer balance insufficient at retry time,UPI,False,706.82,,,"{'outcome': 'FAILED', 'intent_id': '6b70c22d-35e0-4142-8316-753257faa78c', 'person_id': '8b62c817-c782-4319-b540-735a8689c964', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:57:34.639045+00:00', 'merchant_id': 'faa699dd-6b0a-4f75-b965-1ace37226cf7', 'inline_retry': True, 'retry_number': 2, 'retry_attempt_id': '7cdd12f4-e7b7-4990-aa18-9ad1b95e25a4', 'failure_timestamp': '2024-10-03T22:00:00+00:00', 'primary_account_id': '7111e496-abe8-48d2-984c-9da3dbc48524'}",lifetime
BASELINE,06631197-0b29-4319-aec9-b9b7d3c7fbb1,b03c9435-7d22-4661-9631-eb6061fe7f2c,5c4ee6a4-8f25-4387-b432-552a55261a4c,,RETRY,2,2024-10-04T10:00:00+00:00,2026-09-04T11:57:34.639045+00:00,2026-09-04T11:57:34.291050+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Customer balance insufficient at retry time,UPI,False,588.82,,,"{'outcome': 'FAILED', 'intent_id': '5c4ee6a4-8f25-4387-b432-552a55261a4c', 'person_id': '0ce57755-6cf2-44ad-b618-55979accf982', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:57:34.639045+00:00', 'merchant_id': 'e9b48d21-dfdc-49e9-8e19-89a3a378906b', 'inline_retry': True, 'retry_number': 2, 'retry_attempt_id': '23df6d08-863c-42a2-8c50-f1dc29a13df2', 'failure_timestamp': '2024-10-03T22:00:00+00:00', 'primary_account_id': '60b08b26-bf64-4164-be2b-d682bbcaf8b9'}",lifetime
